Sr. No.,Reference No.,MSN,Telco,Sim No,Sim Id,PROJECT
480,04262230298388,3298042984,Telenor,03482068988,89410062205720942031,COSMOS
481,04262230298389,3298042456,Telenor,03482068906,89410062205720942007,COSMOS
482,04262230298391,3298042484,Telenor,03482068943,89410062205720942015,COSMOS
483,04262230298394,3298045433,Zong,03105334851,8992042403180252674F,COSMOS
484,04262230298395,3298045899,Zong,03105705486,8992042403180252732F,COSMOS
485,04262230298401,3298045898,Zong,03105334847,8992042403180252708F,COSMOS
486,04262230298403,3298045949,Zong,03105705485,8992042403180252724F,COSMOS
487,04262230298408,3298045187,Zong,03105334845,8992042403180252682F,COSMOS
488,04262230298409,3298045200,Zong,03105334846,8992042403180252690F,COSMOS
489,04262230298426,3298045702,Ufone,03310351861,89410034154517071247,COSMOS
490,04262230298448,3298045720,Jazz,03265066212,8992300001589031686F,COSMOS
491,04262230298478,3298045933,Zong,03105334844,89410034154517071262,COSMOS
492,04262230298479,3298045670,Ufone,03313494557,89410034154517129862,COSMOS
493,41262230112960,3298045703,Ufone,03310351855,89410034154517071239,COSMOS
494,41262230114261,3298043411,Telenor,03482068702,89410062205720941967,COSMOS
495,09262260051282,3298042990,Telenor,03491253356,8941006220572092877,COSMOS
496,43262260121690,3798022288,Ufone,03323857724,15441371888,COSMOS
497,43262260121820,3298046889,Telenor,03491253006,89410062205720928709,COSMOS
498,19262260122220,3698046611,Jazz,03028242756,8992200021155615093,COSMOS
499,41262260121322,3798022157,Ufone,03323857734,89410034154413718891,COSMOS
500,33262260000100,3299008267,Jazz,03028380878,8992200040154471480F,COSMOS
501,41262260118930,3798022222,Ufone,03323857710,89410034154413718867,COSMOS
502,41262260120110,3798022220,Ufone,03323857715,89410034154413718875,COSMOS
503,42262250012169,3298042430,Telenor,03482028326,89410062205720916738,COSMOS
504,42262250118065,3298045686,Ufone,03313494684,8941003415451713004,COSMOS
505,42262250163739,3798023546,Telenor,03436755966,89410062205720950943,COSMOS
506,42262250163955,3298043078,Telenor,03482072527,89410062205720942338,COSMOS
507,09262250174621,3798023003,Telenor,03483698670,89410062204720377595,COSMOS
508,42262340031880,3298045538,Ufone,03313480129,89410034154517109435,COSMOS
509,41262340030630,3298045647,Ufone,03313479903,89410034154517109336,COSMOS
510,42262340031680,3298045629,Ufone,03313480246,8941003415451710949,COSMOS
511,42262340086992,3298045861,Ufone,03313480114,89410034154517109427,COSMOS
512,41262340036150,3298045582,Ufone,03313480196,89410034154517109468,COSMOS
513,41262340036156,3298045760,Ufone,03313479783,89410034154517109286,COSMOS
514,42262340001282,3298045964,Ufone,03313480207,89410034154517109476,COSMOS
515,43262340052984,3298045860,Ufone,03313479865,89410034154517109310,COSMOS
516,10262340073770,3298045311,Ufone,03313479801,89410034154517109302,COSMOS
517,42262340068040,3298045021,Jazz,03265065926,8992300001589031447F,COSMOS
518,42262340075577,3298045314,Ufone,03313479920,89410034154517109351,COSMOS
519,43262340045932,3298045961,Ufone,03313480108,89410034154517109419,COSMOS
520,18262340117391,3298045859,Ufone,03313479945,89410034154517109393,COSMOS
521,41262340042830,3298045487,Ufone,03313479902,89410034154517109328,COSMOS
522,41262340049330,3298045710,Ufone,03313479927,89410034154517109377,COSMOS
523,41262340050881,3298045489,Ufone,03313479752,89410034154517109252,COSMOS
524,24262340007705,3298045416,Ufone,03313480155,89410034154517109443,COSMOS
525,24262340033884,3298045662,Ufone,03313479943,89410034154517109385,COSMOS
526,24262340046941,3298042297,Ufone,03368039172,89410034154517030383,COSMOS
