Sr. No.,Reference No.,MSN,Telco,Sim No,Sim Id,Project 
6330,27134151776608,3798008216,Telenor,03482786230,8941006220572091286,COSMOS
6331,27134151777005,3798008199,Telenor,03482785703,8941006220572091279,COSMOS
6332,27134151778105,3798008140,Telenor,03482785266,8941006220572091275,COSMOS
6333,27134151778106,3798008196,Telenor,03482785297,8941006220572091276,COSMOS
6334,27134151778107,3798008197,Telenor,03482785467,8941006220572091277,COSMOS
6335,27134151778108,3798008139,Telenor,03482785176,8941006220572091274,COSMOS
6336,27134151778301,3798014930,Jazz,03206404176,8992300001589043822F,COSMOS
6337,27134151778501,3798008219,Telenor,03482786369,8941006220572091289,COSMOS
6338,27134151778602,3798008220,Telenor,03482786373,8941006220572091290,COSMOS
6339,27134151787900,3798008198,Telenor,03482024371,8941006220572093367,COSMOS
6340,27134150006403,3798013136,Telenor,03491263499,89410062204720369790,COSMOS
6341,27134150037801,3798009263,Jazz,03263814067,158900227,COSMOS
6342,27134150037802,3798013137,Telenor,03491263578,89410062204720369808,COSMOS
6343,27134150037803,3798013138,Telenor,03491263603,89410062204720369816,COSMOS
6344,27134150038108,3798013139,Telenor,03491263631,89410062204720369824,COSMOS
6345,27134150720101,3798014927,Jazz,03206404945,8992300001589043798F,COSMOS
6346,27134151760000,3798013140,Telenor,03491263688,89410062204720369832,COSMOS
6347,27134151762604,3798009528,Jazz,03263812674,158900143,COSMOS
6348,27134151764700,3798009527,Jazz,03263813857,158900219,COSMOS
6349,27134151765100,3798009529,Jazz,03263813853,158900218,COSMOS
6350,27134151765500,3798009530,Jazz,03263813850,158900217,COSMOS
6351,27134151766200,3798009856,Jazz,03263813860,158900220,COSMOS
6352,27134155401304,3798008163,Telenor,03482788128,8941006220572091301,COSMOS
6353,27134155500902,3798009857,Jazz,03263813863,158900221,COSMOS
6354,27134155501302,3798008164,Telenor,03482785640,8941006220572091278,COSMOS
6355,28134155500105,3799004065,Jazz,03265061211,8992300001589026918F,COSMOS
6356,29134150493204,3798009075,Telenor,03482017528,8941006220572093304,COSMOS
6357,29134150527602,3798009071,Telenor,03482017151,8941006220572093300,COSMOS
6358,29134151766802,3798009072,Telenor,03482024540,8941006220572093372,COSMOS
